Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"C.J. Cron",,0.24,1,0.9109,0.2042,0.126,0.0385,0.0028,0.0369,0.1085,0.1231,0.071,0.003,0.2742,0.01,0.0068,0.0013,,0.0035,0.0011,0.224174,0.071,0.2742,0.258935,0.285571,0.394116,0.294805,0.679687,0.169942,3.16133,0.2758,-0.002,-0.00135556,0.104604,-0.0123743,89.4797,-0.00335556,-0.003,-0.01566435443237424,-0.022999999579042196,-0.000552132,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"C.J. Cron","12546",543068
"Luke Voit",,0.24,1,0.883,0.1873,0.1153,0.0316,0.0024,0.0381,0.1099,0.1135,0.0947,0.001,0.339,0.013,0.0069,0.0025,,0.0079,0.0023,0.212118,0.0947,0.339,0.279351,0.29571,0.382899,0.298155,0.678609,0.170781,3.70169,0.290952,-0.003,-0.00110363,0.107301,-0.0096773,89.9735,-0.00410363,-0.003,-0.016093366779386997,-0.022999999579042196,-0.000598222,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Luke Voit","14811",572228
"Ji Man Choi",,0.24,1,0.8729,0.1833,0.1131,0.0378,0.0028,0.0297,0.1055,0.1053,0.11,0.002,0.302,0.008,0.007,0.0021,,0.0048,0.0014,0.20999,0.11,0.302,0.364238,0.301934,0.361897,0.293857,0.663831,0.151907,3.26014,0.28019,-0.002,-0.00141516,0.103841,-0.0131368,88.828,-0.00341516,-0.003,-0.016486468957737088,-0.022999999579042196,-0.000637038,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Ji Man Choi","5452",596847
"Matt Beaty",,0.25,1,0.8945,0.209,0.151,0.0361,0.0026,0.0193,0.0988,0.0951,0.072,0.001,0.2048,0.024,0.007,0.0025,,0.0051,0.0016,0.23365,0.072,0.2048,0.351562,0.305764,0.34455,0.289341,0.650314,0.1109,3.14224,0.280041,-0.001,-0.00156955,0.100206,-0.016772,85.721,-0.00256955,-0.001,-0.019276046194136143,-0.020999999600462615,-0.000718584,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Matt Beaty","17710",607461
"Brandon Dixon",,0.25,1,0.916,0.2001,0.1223,0.0375,0.0038,0.0365,0.1065,0.1158,0.062,0.002,0.3362,0.012,0.0072,0.0029,,0.0129,0.0035,0.21845,0.062,0.3362,0.184414,0.27487,0.387227,0.287096,0.662097,0.168777,4.56848,0.297184,-0.001,-0.00037102,0.0983991,-0.018579,84.1767,-0.00137102,-0.001,-0.01988446491304785,-0.02199999976437539,-0.000884698,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Brandon Dixon","15214",641525
"José Devers","ATL",1.13,4.64473,4.2852,1.0002,0.7071,0.2021,0.0348,0.0562,0.4536,0.4278,0.2643,0,0.8969,0.0511,0.0324,0.0118,,0.0455,0.0131,0.233408,0.0569032,0.193101,0.294682,0.283963,0.336157,0.273351,0.62012,0.102749,4.60433,0.280577,0,-0.00427559,0.405657,-0.137675,72.4579,-0.00427559,0.087,-0.15724999736994505,-0.006999999284744263,-0.000988971,999,,,,,,,1.6,1.6,1.6,1.6,0.079,0.11,0.14,0.171,0.207,0.25,0.306,0.388,0.539,0.245,0.254,0.261,0.267,0.272,0.278,0.285,0.292,0.303,"Jose Devers","20540",672701
"Eric Hosmer",,0.25,1,0.9084,0.2185,0.1534,0.0392,0.0028,0.0231,0.1003,0.1017,0.074,0.004,0.2089,0.008,0.0069,0.0027,,0.0079,0.0024,0.240533,0.074,0.2089,0.354236,0.301314,0.366138,0.292185,0.667452,0.125605,3.61237,0.285965,-0.003,-0.00121832,0.102495,-0.0144829,87.6776,-0.00421832,-0.004,-0.018635678105056286,-0.024999999906867743,-0.00106556,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Eric Hosmer","3516",543333
"Jake Lamb","SFG",0.25,1,0.8837,0.1942,0.1319,0.0401,0.0022,0.02,0.0971,0.091,0.0938,0.004,0.2643,0.013,0.007,0.0025,,0.0042,0.0013,0.219758,0.0938,0.2643,0.3549,0.301754,0.338011,0.284185,0.639765,0.118253,2.91017,0.287269,-0.002,-0.00153886,0.0960561,-0.0209219,82.9093,-0.00353886,0,-0.023976070806384087,-0.020999999716877937,-0.00120577,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jake Lamb","13329",571875
"Josh Lester",,0.6,2.42299,2.224,0.4933,0.3032,0.1011,0.0071,0.0819,0.2584,0.2743,0.1575,0.0073,0.6183,0.017,0.0172,0.0073,,0.0113,0.0032,0.221808,0.0650024,0.255181,0.254731,0.276442,0.384128,0.286108,0.660569,0.16232,3.43508,0.26697,-0.002,-0.00274862,0.236493,-0.0469435,83.497,-0.00474862,0.008,-0.05153338564559817,-0.04200000036507845,-0.00132233,999,,,,,,,-2,-2,-2,-2,0.057,0.086,0.115,0.148,0.187,0.236,0.303,0.406,0.61,0.264,0.271,0.276,0.281,0.286,0.29,0.295,0.301,0.309,"Josh Lester","17737",623507
"Jesús Aguilar",,0.24,1,0.9083,0.201,0.1346,0.0338,0.0022,0.0305,0.1023,0.1097,0.074,0.006,0.2598,0.009,0.0069,0.0018,,0.0045,0.0014,0.221293,0.074,0.2598,0.284835,0.284512,0.364197,0.282637,0.648709,0.142904,3.015,0.272844,-0.004,-0.00133705,0.0948103,-0.0221678,81.1093,-0.00533705,-0.003,-0.027439319528639317,-0.022999999579042196,-0.00176822,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jesus Aguilar","11342",542583
"Kevin Padlo",,0.28,1.15489,1.027,0.1968,0.1232,0.0431,0.002,0.0285,0.1125,0.1066,0.1074,0,0.3636,0.0092,0.008,0.0032,,0.0187,0.0053,0.191626,0.0929961,0.314836,0.29538,0.272143,0.32074,0.264784,0.592883,0.129114,4.19697,0.261783,0,-0.000299137,0.0929009,-0.0421955,68.8285,-0.000299137,0.007,-0.04241898248437792,-0.01699999999254942,-0.00216265,999,,,,,,,-1,,-1,,0.031,0.051,0.074,0.101,0.135,0.182,0.249,0.359,0.597,0.24,0.248,0.254,0.259,0.264,0.269,0.274,0.281,0.29,"Kevin Padlo","16593",656821
"Edwin Ríos","CIN",1.7,6.88929,6.1281,1.309,0.7535,0.2767,0.0077,0.2711,0.7754,0.8019,0.618,0.0344,2.3459,0.0758,0.0482,0.0192,,0.0316,0.0092,0.213606,0.0897044,0.340514,0.263438,0.291524,0.393988,0.297868,0.685512,0.180382,2.86966,0.291602,-0.005,-0.00855726,0.73763,-0.0682661,83.6773,-0.0135573,0.037,-0.14802762120962143,-0.10400000214576721,-0.00233484,999,,,,,,,2.6,1.3,2.6,1.3,0.113,0.147,0.179,0.211,0.247,0.288,0.34,0.413,0.541,0.272,0.28,0.287,0.292,0.297,0.302,0.308,0.315,0.325,"Edwin Rios","18316",621458
"Niko Goodrum","SDP",1.85,7.55756,6.5935,1.38,0.9634,0.2443,0.0349,0.1374,0.7601,0.6416,0.8298,0.0151,2.2886,0.0605,0.0518,0.022,,0.1231,0.0327,0.209297,0.109797,0.302823,0.36258,0.301277,0.319451,0.278972,0.620728,0.110154,4.85294,0.294504,-0.005,-0.00313472,0.694245,-0.189823,81.1109,-0.00813472,-0.016,-0.17884249426424503,-0.10800000093877316,-0.0036321,999,,,,,,,1.6,0.8,1.6,0.8,0.116,0.148,0.177,0.206,0.238,0.275,0.32,0.382,0.49,0.252,0.261,0.267,0.273,0.278,0.284,0.289,0.296,0.307,"Niko Goodrum","12092",592348
"Alfonso Rivas III",,2.76,11.3379,9.9218,2.1828,1.4775,0.474,0.0452,0.1861,1.1426,0.9953,1.1338,0,3.2742,0.1701,0.0796,0.0327,,0.0977,0.0264,0.22,0.100001,0.288783,0.346283,0.308413,0.333155,0.287871,0.641568,0.113155,4.07421,0.305254,-0.005,-0.0131042,1.12272,-0.203567,84.7103,-0.0181042,0.02,-0.22092853672802448,-0.21000000461935997,-0.00549115,999,,,,,,,4.2,1.4,4.2,1.4,0.143,0.175,0.203,0.23,0.259,0.291,0.33,0.382,0.468,0.264,0.272,0.277,0.282,0.287,0.292,0.297,0.304,0.313,"Alfonso Rivas III","21560",663845
"Kole Calhoun",,1.18,4.98009,4.5345,0.9971,0.6482,0.1899,0.0216,0.1375,0.5075,0.5394,0.3436,0,1.3377,0.0598,0.0345,0.0078,,0.0331,0.0108,0.219892,0.0689948,0.26861,0.256859,0.281655,0.362289,0.282713,0.643944,0.142397,3.89147,0.277846,-0.007,-0.00605374,0.472468,-0.110093,81.1616,-0.0130537,-0.008,-0.12282035779207945,-0.10599999781697989,-0.00649539,999,,,,,,,0.6,0.6,0.6,0.6,0.091,0.123,0.154,0.186,0.222,0.264,0.32,0.399,0.542,0.254,0.263,0.27,0.276,0.282,0.288,0.294,0.301,0.312,"Kole Calhoun","11200",594777
"Bobby Dalbec","CHW",3.83,15.5282,13.958,2.7713,1.6731,0.4819,0.0288,0.5875,1.5581,1.69,1.2485,0,6.0382,0.1708,0.1102,0.0407,,0.2135,0.055,0.198546,0.0804024,0.388855,0.206767,0.270579,0.363469,0.278485,0.634048,0.164923,4.21242,0.293423,-0.02,-0.00398188,1.42034,-0.396116,79.1713,-0.0239819,0.039,-0.39405519887804985,-0.2800000049173832,-0.0161543,750.239990234375,,,,,,,15.2,3.8,15.2,3.8,0.142,0.173,0.199,0.225,0.252,0.282,0.319,0.367,0.447,0.257,0.264,0.269,0.274,0.278,0.282,0.287,0.293,0.301,"Bobby Dalbec","19966",666915
"Bligh Madris","DET",3.46,14.2171,12.7006,2.6184,1.6628,0.544,0.0837,0.328,1.387,1.3521,1.3009,0.0142,4.1417,0.0853,0.1002,0.0301,,0.2842,0.0942,0.206163,0.0915027,0.291319,0.314098,0.282273,0.339661,0.275317,0.621934,0.133498,5.00804,0.274922,-0.008,-0.00526352,1.26417,-0.398919,78.645,-0.0132635,0.017,-0.3606518805027008,-0.2709999866783619,-0.0162888,999,,,,,,,9.7,3.233333333,9.7,3.233333333,0.141,0.171,0.197,0.222,0.249,0.279,0.315,0.363,0.442,0.253,0.26,0.266,0.27,0.275,0.279,0.284,0.29,0.298,"Bligh Madris","20054",676632
"Garrett Cooper","ATL",6.19,25.9252,23.4675,5.4862,3.6097,1.0817,0.0938,0.701,2.7841,2.8434,1.9159,0,7.5354,0.3111,0.1795,0.0511,,0.0695,0.0216,0.233779,0.0739012,0.29066,0.254253,0.298106,0.377479,0.296433,0.675586,0.143701,3.30625,0.310514,-0.076,-0.0409138,2.74585,-0.286822,87.9935,-0.116914,-0.052,-0.48913218080997467,-0.5679999738931656,-0.0200151,750.5499877929688,,,,,,,23.3,3.883333333,23.3,3.883333333,0.184,0.213,0.236,0.258,0.281,0.305,0.334,0.37,0.428,0.272,0.28,0.286,0.291,0.296,0.301,0.306,0.313,0.322,"Garrett Cooper","15279",643265
"Jared Walsh",,2.78,11.2101,10.1175,2.0032,1.2447,0.3851,0.0349,0.3385,1.081,1.1433,0.8856,0.0224,4.0774,0.1009,0.0782,0.0279,,0.0606,0.0187,0.197994,0.0790001,0.363725,0.217197,0.267362,0.343326,0.268585,0.610688,0.145332,3.65998,0.28802,-0.016,-0.0128864,0.936055,-0.375283,71.4433,-0.0288864,0,-0.4034346882253885,-0.23199999332427979,-0.0270519,999,,,,,,,4.2,1.4,4.2,1.4,0.121,0.152,0.179,0.206,0.235,0.268,0.308,0.363,0.456,0.245,0.252,0.258,0.263,0.268,0.273,0.278,0.284,0.293,"Jared Walsh","18607",665120
"Darick Hall","PIT",11.02,44.2593,39.7672,8.9193,5.6484,1.7973,0.0733,1.4004,4.6827,4.8979,3.7001,0.177,11.1945,0.3541,0.3121,0.1258,,0.1949,0.0579,0.224288,0.0836005,0.25293,0.330528,0.29396,0.378817,0.293576,0.672778,0.154529,2.99637,0.27357,-0.029,-0.0596499,4.58593,-0.591436,84.6767,-0.0886499,0.08,-0.899644136428833,-0.8379999846220016,-0.0272411,745.1400146484375,,,,,,,37.6,3.418181818,37.6,3.418181818,0.203,0.227,0.247,0.265,0.284,0.303,0.325,0.354,0.397,0.271,0.278,0.284,0.289,0.293,0.298,0.303,0.308,0.317,"Darick Hall","19717",669742
"Matthew Batten","ATL",5.71,22.8103,20.4311,4.4478,3.2294,0.825,0.0855,0.3078,2.2328,1.9519,1.9366,0.0228,5.7922,0.2053,0.1634,0.0739,,0.5458,0.1407,0.217698,0.0849001,0.253929,0.334346,0.28983,0.311638,0.269259,0.601468,0.0939401,5.1202,0.285626,0.002,0.00996298,1.91705,-0.751262,69.7032,0.011963,0.229,-0.8144347425550222,-0.24700000882148743,-0.0311721,999,,,,,,,13.2,2.2,13.2,2.2,0.162,0.189,0.211,0.232,0.253,0.277,0.304,0.34,0.396,0.247,0.254,0.26,0.264,0.269,0.273,0.278,0.284,0.292,"Matthew Batten","20157",676946
"Jake Bauers","MIL",14.77,61.6085,53.79,10.661,6.3286,1.9532,0.2073,2.1719,6.7396,6.6685,6.703,0.1232,20.8759,0.5545,0.4247,0.1364,,1.4332,0.3925,0.198197,0.1088,0.338848,0.321088,0.291489,0.363348,0.289247,0.654838,0.165152,5.01254,0.272375,-0.113,0.0214201,6.1689,-1.03795,83.9774,-0.0915799,0.085,-1.2719944640994072,-1.1459999457001686,-0.0378378,727.239990234375,,,,,,,58.1,3.873333333,58.1,3.873333333,0.21,0.232,0.25,0.266,0.282,0.299,0.318,0.342,0.378,0.265,0.273,0.279,0.284,0.289,0.293,0.299,0.305,0.314,"Jake Bauers","15194",641343
"Trey Mancini","ARI",9.07,36.9552,33.2505,7.6712,5.061,1.5862,0.1051,0.9189,3.8156,3.891,2.8825,0.0739,9.7258,0.4804,0.258,0.0838,,0.1824,0.0542,0.230709,0.0779998,0.263178,0.296377,0.299259,0.367643,0.293066,0.666902,0.136933,3.36981,0.295327,-0.087,-0.0513731,3.81395,-0.509004,85.2854,-0.138373,-0.032,-0.7886310666799545,-0.9390000067651272,-0.0513275,750.9299926757812,,,,,,,36,4,36,4,0.197,0.223,0.243,0.263,0.282,0.303,0.326,0.357,0.403,0.268,0.276,0.282,0.287,0.292,0.297,0.303,0.31,0.319,"Trey Mancini","15149",641820
"Kris Bryant","COL",79.64,344.033,306.338,76.2376,50.1574,14.8768,0.9334,10.2699,38.4814,40.5664,29.3116,0,81.9454,5.8486,2.2317,0.3035,,0.7417,0.2316,0.248868,0.0851999,0.23819,0.357697,0.324085,0.404099,0.319528,0.728184,0.155231,2.8391,0.304906,-0.052,-0.618822,42.8331,2.58876,91.6259,-0.670822,-0.128,-4.115916132926941,-8.092000231146812,-0.0775884,506.739990234375,,,,,,,369.7,4.62125,369.7,4.62125,0.277,0.291,0.301,0.309,0.318,0.326,0.336,0.347,0.364,0.295,0.303,0.309,0.314,0.319,0.324,0.329,0.336,0.345,"Kris Bryant","15429",592178
