Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Mark Mathias",,0.98,3.90582,3.4361,0.8082,0.5637,0.1503,0.0115,0.0827,0.4126,0.3782,0.3867,0.0039,1.0721,0.043,0.028,0.0121,,0.0752,0.0205,0.235209,0.0990061,0.274488,0.360694,0.317916,0.357848,0.300295,0.675763,0.122639,4.46499,0.314164,-0.004,-0.00107218,0.425824,-0.0310716,93.2567,-0.00507218,-0.017,-0.0358879454433918,-0.0010000001639127731,0.00963036,999,,,,,,,2.6,2.6,2.6,2.6,0.093,0.128,0.16,0.194,0.233,0.279,0.338,0.424,0.581,0.27,0.28,0.287,0.293,0.299,0.306,0.312,0.32,0.332,"Mark Mathias","18032",664029
"Jeter Downs",,1.6,6.53298,5.7756,1.1929,0.7539,0.2498,0.0262,0.163,0.6955,0.6312,0.588,0,1.8944,0.1045,0.0459,0.0189,,0.2063,0.0558,0.206541,0.0900048,0.289975,0.310389,0.289438,0.343531,0.281592,0.63297,0.13699,5.54212,0.273611,-0.001,0.00724505,0.613904,-0.150312,80.391,0.00624504,-0.062,-0.14363914914429188,0.017999999225139618,0.0095045,999,,,,,,,2.6,1.3,2.6,1.3,0.096,0.129,0.159,0.191,0.226,0.267,0.32,0.395,0.529,0.255,0.263,0.27,0.275,0.281,0.286,0.292,0.299,0.31,"Jeter Downs","22202",669023
"Rougned Odor",,0.95,3.84765,3.4666,0.765,0.4935,0.1552,0.0137,0.1026,0.3989,0.3977,0.2886,0.0038,0.9013,0.0539,0.0274,0.0112,,0.0528,0.016,0.220677,0.0750068,0.234247,0.320204,0.288675,0.362142,0.286213,0.650816,0.141464,4.29977,0.266013,0.004,-0.00248818,0.375872,-0.0742183,83.5696,0.00151182,-0.025,-0.07245441130362451,-0.008999999612569809,0.00482747,999,,,,,,,2.6,2.6,2.6,2.6,0.081,0.114,0.144,0.177,0.215,0.26,0.32,0.406,0.567,0.259,0.268,0.274,0.28,0.285,0.291,0.297,0.304,0.315,"Rougned Odor","12282",596059
"Kolten Wong",,0.94,3.71337,3.348,0.778,0.5351,0.1608,0.0119,0.0701,0.3852,0.3511,0.2636,0.0037,0.75,0.0631,0.0264,0.0122,,0.0729,0.0203,0.232378,0.0709867,0.201973,0.351467,0.298479,0.350299,0.286868,0.648777,0.117921,4.72202,0.27714,0,-0.000414118,0.364712,-0.0696713,84.02,-0.000414118,-0.026,-0.06984219708829187,-0.009999999776482582,0.00453192,999,,,,,,,2.6,2.6,2.6,2.6,0.083,0.115,0.146,0.179,0.217,0.262,0.321,0.407,0.566,0.262,0.27,0.276,0.281,0.286,0.291,0.297,0.304,0.313,"Kolten Wong","12532",543939
"Luke Williams","ATL",11.89,47.7753,43.3413,9.6483,6.7062,2.0369,0.1291,0.7761,4.9568,4.3814,3.5784,0.0478,13.2971,0.3822,0.339,0.1344,,2.1126,0.5752,0.222612,0.0749007,0.278326,0.269111,0.285656,0.329286,0.272568,0.614942,0.106674,5.67245,0.299665,-0.029,0.105751,4.14243,-1.44622,71.9308,0.0767507,-0.372,-1.5268413424491882,-0.041999995708465576,0.00228476,999,,,,,,,41.2,3.433333333,41.2,3.433333333,0.191,0.213,0.231,0.247,0.264,0.281,0.302,0.327,0.365,0.247,0.255,0.261,0.267,0.272,0.277,0.283,0.289,0.299,"Luke Williams","19931",663897
"Michael Chavis","LAD",0.84,3.41964,3.1682,0.7224,0.4651,0.1422,0.0075,0.1076,0.3636,0.3968,0.1823,0.0137,0.941,0.0376,0.0237,0.0078,,0.0342,0.0102,0.228016,0.0533098,0.275176,0.19373,0.276189,0.379521,0.283745,0.65571,0.151506,3.86032,0.286847,-0.001,-0.00258925,0.327268,-0.0727543,82.345,-0.00358925,-0.034,-0.0757844801992178,-0.020000001415610313,0.00186858,999,,,,,,,2.6,2.6,2.6,2.6,0.072,0.102,0.133,0.165,0.203,0.25,0.312,0.404,0.579,0.259,0.267,0.273,0.278,0.283,0.288,0.293,0.3,0.309,"Michael Chavis","17321",656308
"Eddy Alvarez","ATL",1.4,5.82784,5.1894,1.1249,0.7545,0.2337,0.0171,0.1196,0.6275,0.5479,0.4773,0,1.6819,0.1049,0.0402,0.0161,,0.1361,0.0391,0.216769,0.0819,0.288598,0.283786,0.29373,0.337534,0.28136,0.631264,0.120765,5.0103,0.293253,-0.004,0.000834448,0.546549,-0.13518,77.848,-0.00316555,-0.045,-0.15754247573204339,-0.02200000174343586,0.00150067,999,,,,,,,0.6,0.6,0.6,0.6,0.1,0.133,0.163,0.194,0.229,0.269,0.321,0.393,0.522,0.256,0.264,0.27,0.275,0.281,0.286,0.292,0.298,0.308,"Eddy Alvarez","16959",657193
"Taylor Motter",,0.37,1.48388,1.3128,0.2783,0.181,0.055,0.004,0.0384,0.1529,0.1473,0.1441,0.003,0.4142,0.0119,0.0106,0.0045,,0.017,0.0047,0.21199,0.0971106,0.279134,0.3479,0.293565,0.347806,0.284107,0.641371,0.135817,4.04105,0.275494,-0.002,-0.0011396,0.142443,-0.0311383,82.3578,-0.0031396,-0.008,-0.03444438683800399,-0.0020000003278255463,0.00133953,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Taylor Motter","12399",600301
"Joey Wendle",,1.25,4.98525,4.6763,1.1072,0.7668,0.2484,0.0264,0.0657,0.4663,0.4569,0.2094,0,1.0194,0.0499,0.0351,0.0146,,0.1039,0.029,0.236768,0.0420039,0.204483,0.205415,0.274911,0.343348,0.2705,0.618259,0.10658,5.06565,0.287207,-0.005,0.0009364,0.423956,-0.159209,72.7604,-0.0040636,-0.012,-0.16294608311727643,0.008999999612569809,0.00125521,999,,,,,,,0.6,0.6,0.6,0.6,0.084,0.115,0.145,0.175,0.21,0.251,0.305,0.382,0.523,0.244,0.252,0.259,0.264,0.27,0.275,0.281,0.288,0.298,"Joey Wendle","13853",621563
"Ehire Adrianza",,0.58,2.38568,2.1474,0.4767,0.3297,0.0975,0.0144,0.035,0.2324,0.2103,0.1909,0,0.5712,0.0239,0.0167,0.0069,,0.0289,0.008,0.221989,0.0800193,0.239429,0.334209,0.290681,0.329654,0.275929,0.620335,0.107665,4.67972,0.283523,-0.002,-0.00175748,0.213307,-0.065765,76.495,-0.00375748,-0.008,-0.06936614820733666,0.0019999993965029716,0.00125177,999,,,,,,,-2,-2,-2,-2,0.058,0.086,0.115,0.147,0.184,0.231,0.295,0.393,0.583,0.244,0.254,0.262,0.269,0.275,0.281,0.288,0.297,0.309,"Ehire Adrianza","8418",501303
"Jonathan Schoop",,0.24,1,0.9251,0.2116,0.1464,0.0419,0.003,0.0203,0.0946,0.0947,0.0553,0.001,0.2195,0.01,0.0069,0.0027,,0.0101,0.0027,0.228732,0.0553,0.2195,0.251936,0.27765,0.346341,0.273655,0.623991,0.117609,3.99363,0.276365,0,-0.000736451,0.0875812,-0.0293969,77.4758,-0.000736451,0,-0.02650883240858093,0.004000000189989805,0.00111816,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Jonathan Schoop","11265",570731
"Harold Castro","KCR",0.7,2.77299,2.6121,0.6731,0.5016,0.1324,0.01,0.0292,0.255,0.2525,0.1162,0.0028,0.5922,0.0166,0.0197,0.0084,,0.0219,0.0065,0.257685,0.0419042,0.21356,0.196218,0.291507,0.349604,0.280326,0.641111,0.0919184,3.69094,0.320285,-0.002,-0.0032374,0.257752,-0.0666275,76.5093,-0.0052374,-0.015,-0.07977073173969984,-0.0029999995604157448,0.000998524,999,,,,,,,2.6,2.6,2.6,2.6,0.069,0.099,0.129,0.161,0.199,0.245,0.307,0.399,0.575,0.253,0.262,0.269,0.274,0.28,0.285,0.291,0.298,0.308,"Harold Castro","14691",605612
"Jace Peterson",,0.54,2.2104,1.9549,0.4256,0.2998,0.0766,0.0116,0.0377,0.2175,0.1962,0.2122,0.0066,0.5435,0.0221,0.0155,0.0057,,0.0529,0.0126,0.217709,0.0960009,0.245884,0.390432,0.299315,0.326666,0.279215,0.625981,0.108957,5.27777,0.279225,0.002,0.00131367,0.203481,-0.0550871,78.7554,0.00331367,-0.044,-0.05162863549776375,-0.016999999061226845,0.000518236,999,,,,,,,-2,-2,-2,-2,0.058,0.087,0.115,0.147,0.185,0.233,0.298,0.397,0.591,0.252,0.261,0.267,0.273,0.278,0.284,0.29,0.297,0.307,"Jace Peterson","12325",607054
"Josh Harrison",,0.25,1,0.9211,0.2193,0.158,0.0429,0.004,0.0144,0.0947,0.0911,0.048,0,0.2026,0.021,0.007,0.0029,,0.0099,0.0031,0.238085,0.048,0.2026,0.23692,0.289138,0.340245,0.278009,0.629384,0.10216,4.02693,0.288145,-0.002,-0.0010671,0.0910853,-0.0258927,77.9256,-0.0030671,-0.004,-0.028894321527332067,0,0.000456895,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Josh Harrison","8202",543281
"Hanser Alberto",,0.25,1,0.9482,0.2326,0.1597,0.0545,0.0052,0.0132,0.0937,0.0954,0.033,0,0.1707,0.009,0.0071,0.0027,,0.0107,0.003,0.245307,0.033,0.1707,0.193322,0.275343,0.355516,0.274463,0.630859,0.110209,4.41525,0.284418,0,-0.000666921,0.0882316,-0.0287464,75.4866,-0.000666921,-0.004,-0.029347850650083274,0,0.000410055,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Hanser Alberto","11902",593643
"Aaron Schunk","COL",3.66,14.4661,13.4803,3.3324,2.2368,0.7331,0.0767,0.2858,1.5028,1.4507,0.7363,0.0289,3.4294,0.1013,0.1031,0.0452,,0.2948,0.0901,0.247205,0.0508983,0.237065,0.214702,0.289162,0.376572,0.289049,0.665733,0.129367,4.98614,0.308729,-0.001,-0.00156744,1.44619,-0.246026,71.111,-0.00256744,-0.037,-0.502308283932507,0.024000000208616257,0.00035398,745.4000244140625,,,,,,,9.7,2.425,9.7,2.425,0.151,0.183,0.21,0.236,0.263,0.294,0.33,0.379,0.458,0.266,0.273,0.279,0.284,0.288,0.293,0.298,0.305,0.313,"Aaron Schunk","25524",668845
"Isan Díaz",,0.25,1,0.8886,0.1839,0.1182,0.0342,0.0033,0.0282,0.1034,0.1005,0.092,0.002,0.3003,0.009,0.0072,0.0032,,0.0137,0.0041,0.206955,0.092,0.3003,0.30636,0.285815,0.348076,0.280126,0.63389,0.141121,4.48482,0.274458,-0.001,-0.00063476,0.0927897,-0.0241884,79.3823,-0.00163476,-0.009,-0.025757650495506823,-0.004999999422580004,0.000264454,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Isan Diaz","17922",656371
"Jonathan Araúz",,0.56,2.23403,2.0187,0.4197,0.292,0.079,0.0072,0.0414,0.2099,0.197,0.1765,0,0.539,0.0156,0.0159,0.0073,,0.0156,0.0041,0.207906,0.0790053,0.241268,0.327458,0.274756,0.315649,0.263048,0.590405,0.107743,3.68038,0.260143,0,-0.00236125,0.176586,-0.0847457,67.634,-0.00236125,0.004,-0.08696057158522308,0.012999999802559614,0.0000488806,999,,,,,,,-2,-2,-2,-2,0.038,0.06,0.085,0.113,0.148,0.195,0.26,0.365,0.585,0.237,0.245,0.251,0.257,0.262,0.268,0.274,0.281,0.291,"Jonathan Arauz","20275",660620
"David Fletcher",,0.97,3.78497,3.5114,0.8675,0.6866,0.1412,0.0152,0.0245,0.3625,0.3179,0.204,0.0038,0.4993,0.0303,0.027,0.0122,,0.0632,0.0151,0.247052,0.0538974,0.131916,0.408572,0.292045,0.316854,0.269755,0.608899,0.0698012,4.55482,0.279639,0,-0.000713738,0.319611,-0.123148,70.037,-0.000713738,-0.008,-0.13632908696308732,0.00800000037997961,-0.000236069,999,,,,,,,1.6,1.6,1.6,1.6,0.07,0.1,0.129,0.16,0.196,0.24,0.298,0.384,0.546,0.247,0.254,0.26,0.265,0.269,0.274,0.279,0.285,0.294,"David Fletcher","17992",664058
"Irving Lopez",,0.25,1,0.8986,0.195,0.1396,0.0404,0.0027,0.0123,0.0928,0.0823,0.0773,0,0.2265,0.014,0.0071,0.003,,0.0084,0.0024,0.217004,0.0773,0.2265,0.34128,0.287161,0.309036,0.267424,0.596198,0.092032,3.83923,0.273954,-0.001,-0.00111438,0.0825664,-0.0344117,71.1292,-0.00211438,-0.003,-0.03663832112215459,0.0010000001639127731,-0.000241393,999,,,,,,,-1,,-1,,,,,,,,,,,,,,,,,,,,"Irving Lopez","20463",676761
"Yonny Hernández","NYM",0.29,1.19493,1.0376,0.2086,0.1599,0.0352,0.0058,0.0077,0.1152,0.0825,0.131,0,0.2795,0.0143,0.0082,0.0037,,0.04,0.0125,0.201041,0.10963,0.233905,0.468694,0.29712,0.268408,0.260868,0.565528,0.067367,5.37637,0.26483,0,0.000528653,0.0923561,-0.0474246,68.7625,0.000528653,-0.008,-0.04410678119165823,-0.0030000004917383194,-0.000755414,999,,,,,,,-1,,-1,,0.036,0.058,0.082,0.11,0.145,0.191,0.256,0.361,0.581,0.236,0.244,0.25,0.255,0.26,0.265,0.271,0.277,0.286,"Yonny Hernandez","19432",660634
"José Devers","ATL",1.13,4.64473,4.2852,1.0002,0.7071,0.2021,0.0348,0.0562,0.4536,0.4278,0.2643,0,0.8969,0.0511,0.0324,0.0118,,0.0455,0.0131,0.233408,0.0569032,0.193101,0.294682,0.283963,0.336157,0.273351,0.62012,0.102749,4.60433,0.280577,0,-0.00427559,0.405657,-0.137675,72.4579,-0.00427559,0.087,-0.15724999736994505,-0.006999999284744263,-0.000988971,999,,,,,,,1.6,1.6,1.6,1.6,0.079,0.11,0.14,0.171,0.207,0.25,0.306,0.388,0.539,0.245,0.254,0.261,0.267,0.272,0.278,0.285,0.292,0.303,"Jose Devers","20540",672701
"Zach Remillard",,3.27,13.1463,11.8024,2.5377,1.8467,0.4537,0.0642,0.1731,1.2387,1.0764,1.0517,0.0263,3.3991,0.1578,0.0925,0.0419,,0.268,0.0783,0.215016,0.0799999,0.25856,0.309405,0.28595,0.308336,0.265676,0.594285,0.09332,4.89847,0.284115,0.004,-0.00202525,1.06694,-0.470882,69.4419,0.00197475,-0.038,-0.4680459906812757,0.017000000923871994,-0.00134627,999,,,,,,,7.8,2.6,7.8,2.6,0.135,0.164,0.189,0.214,0.24,0.269,0.304,0.351,0.428,0.241,0.249,0.255,0.26,0.265,0.27,0.275,0.282,0.291,"Zach Remillard","19788",621545
"Rylan Bannon",,2.35,9.49786,8.1767,1.5223,0.9765,0.3024,0.0249,0.2186,0.9494,0.8365,1.1207,0.019,2.8455,0.1045,0.0673,0.0287,,0.1417,0.0438,0.186175,0.117995,0.299594,0.39385,0.290151,0.309465,0.271152,0.599616,0.123289,4.26358,0.251684,-0.005,-0.00662607,0.812704,-0.298338,73.2092,-0.0116261,-0.082,-0.3093415852636099,-0.0430000014603138,-0.00370656,999,,,,,,,6.2,3.1,6.2,3.1,0.12,0.151,0.179,0.206,0.236,0.27,0.311,0.368,0.464,0.249,0.256,0.261,0.266,0.271,0.275,0.28,0.286,0.294,"Rylan Bannon","19768",676625
"Jack López","SEA",2.95,11.7792,11.0012,2.2904,1.583,0.4393,0.0557,0.2124,1.0578,1.0224,0.5501,0.0118,3.7074,0.106,0.0832,0.0387,,0.2262,0.0649,0.208195,0.0467011,0.314742,0.148379,0.250969,0.316175,0.248793,0.567143,0.107979,5.03131,0.290037,-0.008,0.00137629,0.795931,-0.581974,65.1764,-0.00662371,-0.005,-0.4759712158702314,0.043999998830258846,-0.00405947,999,,,,,,,3.2,1.066666666,3.2,1.066666666,0.113,0.142,0.167,0.191,0.218,0.248,0.285,0.336,0.421,0.225,0.233,0.239,0.243,0.248,0.253,0.258,0.264,0.273,"Jack Lopez","13663",605346
"Grae Kessinger","ARI",9.38,39.5345,35.3191,7.4718,5.226,1.4621,0.1137,0.67,3.9956,3.4284,3.479,0.0791,10.3308,0.3558,0.2659,0.1146,,0.5768,0.1772,0.211551,0.0879991,0.261311,0.33676,0.286825,0.316296,0.269318,0.603122,0.104745,4.38434,0.276674,-0.019,-0.0272945,3.3245,-1.30017,69.3016,-0.0462945,-0.07,-1.4975803457200527,0.0860000029206276,-0.00981572,999,,,,,,,27.4,3.044444444,27.4,3.044444444,0.181,0.205,0.224,0.241,0.259,0.278,0.3,0.328,0.37,0.244,0.252,0.258,0.264,0.269,0.274,0.279,0.286,0.296,"Grae Kessinger","25813",666197
"Blaze Alexander","ARI",33.48,135.723,122.273,28.1982,19.3421,5.6251,0.6475,2.5835,13.9973,13.1046,9.9078,0,40.8515,2.1716,0.9581,0.4126,,1.6973,0.5243,0.230617,0.0730001,0.300991,0.242532,0.297668,0.350599,0.286946,0.648266,0.119982,4.73953,0.321001,-0.008,-0.120877,13.3387,-2.53789,81.1664,-0.128877,0.089,-3.1855386942625046,-1.5229999870061874,-0.0195012,748.7899780273438,,,,,,,123.1,3.73030303,123.1,3.73030303,0.231,0.247,0.26,0.272,0.283,0.295,0.308,0.324,0.348,0.262,0.27,0.276,0.281,0.286,0.291,0.297,0.304,0.313,"Blaze Alexander","23789",677942
"Christian Arroyo","PHI",10.17,40.819,38.0915,8.5296,5.814,1.9287,0.0881,0.6988,3.7289,3.8043,1.9267,0.0408,9.1572,0.4082,0.2825,0.1101,,0.5041,0.1523,0.223924,0.0472011,0.224337,0.210403,0.266883,0.334219,0.263392,0.601102,0.110295,3.98224,0.274592,-0.041,-0.024855,3.23782,-1.53711,66.3582,-0.065855,0.214,-1.7079663202166557,-0.1249999850988388,-0.0489179,999,,,,,,,35.5,3.55,35.5,3.55,0.176,0.199,0.218,0.235,0.253,0.272,0.294,0.321,0.364,0.237,0.245,0.252,0.257,0.263,0.268,0.274,0.281,0.291,"Christian Arroyo","16434",624414
